,mean,std,max,tempo_mean,tempo_std,tempo_max,bandwidth,centroid,label
0,0.031395916,0.054536868,0.8527043,134.1909276380061,29.471729913949932,181.33223684210526,399.39195001964737,358.78527536202284,Bunlabelledtest
1,0.05109244,0.0847414,0.60171276,97.50884433962266,1.4210854715202004e-14,97.50884433962264,327.8576617981887,221.6994658737263,normal
2,0.05153077,0.10326863,0.98443913,91.09458974492868,19.393180609624856,186.2331081081081,406.88334877525017,305.5887196902681,normal
3,0.015428243,0.020556355,0.20089796,114.84375,0.0,114.84375,412.8190037203127,363.69751510570234,normal
4,0.059101447,0.11047382,0.9854119,98.2113955593634,0.9325155012559466,100.3489077669903,324.29766816560095,223.10082561134624,normal
5,0.018515944,0.024385074,0.35345966,121.29727962377854,16.251626572627796,157.80057251908397,451.35870331237334,436.1139921598604,Bunlabelledtest
6,0.03445578,0.04886603,0.8888316,113.49324383047886,8.944724628182243,135.11029411764707,367.289333514907,332.5847801845171,normal
7,0.06759422,0.14156249,1.000503,97.50884433962266,1.4210854715202004e-14,97.50884433962264,379.68262190523774,271.59907893768525,normal
8,0.055434734,0.084910534,0.9738733,102.03775723238316,2.725119294525038,108.22971204188482,363.1944196001925,352.28600428178817,Bunlabelledtest
9,0.02125055,0.033277158,0.28510496,122.7041675293651,11.939058416712305,141.58818493150685,461.9973021592133,398.5893274421741,Bunlabelledtest
10,0.06603314,0.14253587,1.0002636,188.55051860218168,1.1844538107991798,191.40625,395.1685254729856,323.7512503613154,murmur
11,0.040798143,0.07304357,0.9467501,106.59062049329121,24.03077300933894,154.267723880597,362.23571128510224,294.0601779967617,Bunlabelledtest
12,0.05013553,0.08747201,0.91615784,116.01240804680326,0.7173938369847886,117.45383522727273,419.5691257758332,331.6300045487955,extrastole
13,0.05946831,0.07437842,0.63570625,132.95512332721577,15.542091807129227,156.60511363636363,352.41023326929087,346.9965699621504,extrastole
14,0.060208045,0.13525255,1.0000714,174.7873663889761,26.254413319686144,189.65022935779817,403.3227415481828,314.1120057687418,normal
15,0.05137435,0.0885495,0.8228028,132.010300751442,1.3424631188536151,133.36693548387098,379.7520149623972,333.1187553728581,normal
16,0.024354776,0.04397716,0.5125673,115.65844745570024,8.550435506814338,130.83465189873417,487.72311721349246,463.2735295567497,Bunlabelledtest
17,0.041489232,0.070202805,0.8822,105.70347462105043,2.3660724291176214,107.666015625,355.2785537906928,272.2444463146491,Bunlabelledtest
18,0.08418764,0.14406067,0.98902,126.92909380810508,0.2697328963322337,127.60416666666667,388.99725862868104,318.9924799260348,Bunlabelledtest
19,0.048856135,0.0702385,0.99139667,127.68133391946684,9.153702973758213,136.8998344370861,410.7020457300433,365.64612246070817,normal
20,0.025134275,0.035743747,0.35843796,107.62012900019508,19.517365509877877,140.625,422.43744471614326,339.3786807333259,Bunlabelledtest
21,0.056460716,0.089396395,0.7661695,122.60626467324532,1.3498614769349024,124.52936746987952,407.76858897544855,391.9840229302581,murmur
22,0.10454224,0.1122753,0.98963255,110.93151119595913,2.7400350695624955,121.59926470588235,282.1618275479866,211.85091038148323,murmur
23,0.026316494,0.035462033,0.35542187,99.84741126861294,16.14754973978064,120.88815789473684,387.46244563546736,336.1526067045004,Bunlabelledtest
24,0.082275756,0.11040896,0.9829911,117.3868379030047,10.96299407544212,137.8125,325.5488794926029,337.22456300106154,Bunlabelledtest
25,0.022256047,0.024649011,0.1814492,112.01810836513673,0.40325672305178856,113.58173076923077,367.78421848941815,258.91509132155295,normal
26,0.034688987,0.058431122,0.6060143,111.48073831244864,25.101518201360747,133.36693548387098,392.7581476399525,287.60480853467897,normal
27,0.05071768,0.09509976,0.91414285,182.9564961818031,23.88173813493488,198.76802884615384,359.50969286962584,285.6700531507095,Bunlabelledtest
28,0.046827186,0.08048193,0.8122613,116.7902542372881,4.263256414560601e-14,116.79025423728814,367.4042880437578,317.8358517268397,Bunlabelledtest
29,0.044821054,0.063172705,0.571062,144.8699565670594,1.8742523782436697,146.6090425531915,328.1859908507923,299.3058058300236,Bunlabelledtest
30,0.037545692,0.063703224,0.5328481,89.08823010107481,4.8679605390922065,104.93337563451777,356.0708165310756,271.8403661891605,normal
31,0.08102408,0.1464215,0.99680793,110.01848203629336,24.523000232447124,136.8998344370861,319.93621914433396,231.5024553274369,normal
32,0.023500679,0.032112062,0.3975402,122.54545353515759,7.7702819497549935,135.11029411764707,425.6162649331444,443.3859232781339,normal
33,0.020884015,0.041291185,0.5902991,122.2824795390174,20.466990496854123,135.99917763157896,386.5713056705424,305.9691334898473,Bunlabelledtest
34,0.032100737,0.061778013,0.681263,104.30266139493493,16.2347980987467,130.01179245283018,370.9050073256454,279.8030873351294,Bunlabelledtest
35,0.08459525,0.08553834,0.98141104,113.26004275967503,2.8372813868316613,119.49060693641619,308.4613173138057,279.0733041483559,murmur
36,0.039541967,0.04233241,0.86385,127.15567602337293,9.981265568169462,142.56465517241378,330.32109333943674,295.61543347673654,Bunlabelledtest
37,0.027086424,0.033632394,0.5016311,131.97548693230382,8.17522179611169,142.56465517241378,401.75748761098623,303.0655272818186,Bunlabelledtest
