,mean,std,max,tempo_mean,tempo_std,tempo_max,bandwidth,centroid,label
0,0.05872063,0.13933285,0.9977646,127.0807084747118,53.2063967979985,191.40625,417.95635857129486,314.29513596329633,Bunlabelledtest
1,0.050358627,0.068714306,0.7785293,141.00241640384434,13.029709100942263,149.7961956521739,361.65131887163466,304.4542686517251,normal
2,0.019138675,0.022547225,0.25514886,124.84403906665227,24.030224298627147,162.77066929133858,377.1434425257478,304.59465666242426,normal
3,0.028297389,0.045129478,0.73850214,126.46624105407918,6.68033046518716,165.375,384.15768238098497,365.00618349795445,normal
4,0.03095026,0.06649229,0.84749717,86.65325816623569,1.2755318309700694,88.34134615384616,442.5243243310673,367.926376043583,Bunlabelledtest
5,0.058206055,0.08540189,0.7493913,125.14038928884958,1.2358414976642451,130.01179245283018,374.7628618848186,337.55020735562294,normal
6,0.03625978,0.047870573,0.6034589,148.44024775112388,2.160080015525212,150.88959854014598,371.5202181158647,348.81260048144117,normal
7,0.064717434,0.08971536,0.926442,117.93669374620126,18.952645322620178,141.58818493150685,309.46302616105527,236.9777687083197,Bunlabelledtest
8,0.040840868,0.07717696,0.8563069,129.1118199795523,0.24999437390382723,129.19921875,350.7537461480092,267.54093612667094,normal
9,0.039364945,0.06442749,0.63495797,99.03018402522007,0.2075043288923335,99.38401442307692,328.20910960434156,221.0398715728311,Bunlabelledtest
10,0.025876066,0.029730724,0.27438366,117.32386096762741,3.5848038426900204,120.88815789473684,390.6890137815406,349.3930660048268,normal
11,0.013457321,0.012940282,0.1424214,122.30093177742533,16.68489780612503,147.65625,438.7580713231457,358.0705726200721,normal
12,0.12936866,0.13158232,0.7507749,115.26466959608867,1.9993689491960025,117.45383522727273,312.244615907917,277.45081927958546,Bunlabelledtest
13,0.059178095,0.074553765,0.80652595,106.92581827474018,3.0766758605584537,109.375,320.958076873517,231.4935061561497,murmur
14,0.08148839,0.1317777,0.9971115,114.47098669642688,14.320487479328012,130.83465189873417,357.063834210531,276.5854453310764,Bunlabelledtest
15,0.031750634,0.04961138,0.48813093,115.75576054689552,7.5614838439364975,131.66799363057325,362.4764919767021,329.3060687451136,Bunlabelledtest
16,0.046959702,0.06323584,0.6765731,119.72475827216638,20.397222982298608,139.6748310810811,396.1343650648439,337.89767430637755,Bunlabelledtest
17,0.058719777,0.09378652,1.0003788,131.91071687543675,6.371459673482126,159.01442307692307,313.99855305140863,245.07563925638078,murmur
18,0.029483637,0.06314487,0.82068115,136.98516229502636,6.673599621700316,147.65625,474.03425135766776,409.4986206065387,normal
19,0.026089389,0.052095894,0.46475804,123.85429555061381,5.051652950933308,130.01179245283018,426.52355080379544,345.9468730404486,Bunlabelledtest
20,0.07921788,0.15371795,1.0003017,122.47070886444858,23.398279195325056,161.4990234375,365.0675445017608,270.854599742762,Bunlabelledtest
21,0.051422037,0.10433226,1.000168,108.67397617049049,27.675733553613334,146.6090425531915,359.07550610730925,253.64341942204268,normal
22,0.19835955,0.18333863,0.999592,122.58064885538732,2.9319786428151873,128.39673913043478,314.80017501800825,280.4001150375863,murmur
23,0.064870775,0.11326577,0.9887527,110.30449986872615,0.28905334346977546,110.54478609625669,328.39604839407156,218.48362845234098,normal
24,0.032256573,0.059244633,0.9067035,118.53740680057192,30.780388711651774,178.20581896551724,390.19759788755607,324.7860181219644,normal
25,0.020222977,0.042742454,0.5130255,80.21833959899789,14.553025950803674,109.95678191489361,408.1163948113776,354.6773748091806,extrastole
26,0.024870995,0.040183,0.46390042,93.54945213836193,0.0691363447974414,93.96306818181819,438.61062102374825,439.92987472438085,normal
27,0.029130366,0.039267905,0.46470165,114.29580211926086,8.27526249613328,123.046875,381.71167956120706,322.179898415874,Bunlabelledtest
28,0.048466157,0.059896972,0.43353352,140.4987225352756,8.609104004311037,149.7961956521739,381.3884218530848,284.94937900975305,normal
29,0.08839197,0.07782544,0.8337605,113.16767496575531,3.2300801409522535,120.88815789473684,301.6180203692481,250.63241813654557,murmur
30,0.013993601,0.025776532,0.72517014,119.99400810993555,15.720469415910571,141.58818493150685,472.81645559283453,450.1244825419844,normal
31,0.09624627,0.17631775,0.9986201,126.82131901840492,1.4210854715202004e-14,126.8213190184049,365.37052873969395,279.0156204036431,normal
32,0.025765838,0.033959527,0.25290126,145.15970627864382,9.459981353423116,154.267723880597,356.79838888005634,264.60892033647445,normal
33,0.055056445,0.092198916,0.85536146,128.1547831401442,4.692032783013427,135.99917763157896,343.6169708008384,266.3961616082033,normal
34,0.04817867,0.09285896,0.9403071,139.94065788491787,54.30895755115573,186.2331081081081,419.84722769607305,319.35928775336754,extrastole
35,0.032337315,0.048240896,0.54169613,118.19746478601907,20.823232470561685,149.7961956521739,422.16839675722554,331.5120799073589,normal
36,0.038033098,0.061218683,0.48837253,113.05763966490474,0.22497471429435267,113.58173076923077,352.7042792056509,249.5333876002542,Bunlabelledtest
37,0.14156471,0.16554822,0.9936815,153.35795166588244,2.4591954679308308,155.42763157894737,316.89467057929534,357.1348782111065,Bunlabelledtest
38,0.0269795,0.033986837,0.27621225,123.45963035986222,10.597025543624623,139.6748310810811,381.38770594208154,328.42460918566275,Bunlabelledtest
39,0.070721984,0.06987964,0.6740403,97.80786105306896,13.180603736948862,127.60416666666667,297.6449926290926,272.7996994040696,Bunlabelledtest
40,0.037434246,0.06217165,0.8584166,130.87997492989754,9.693770910919055,140.625,441.4651595991022,406.5767417402321,Bunlabelledtest
41,0.059643764,0.13023886,0.998367,103.93890289498614,4.0811416620887675,109.95678191489361,431.1730548265101,361.68025025609063,normal
42,0.045448285,0.09285852,0.93870825,100.65197717749777,8.082042353504367,116.79025423728814,404.56983134371177,313.5421496162505,extrastole
43,0.028544273,0.0472779,0.56846315,127.74255159924319,10.285952754240995,136.8998344370861,456.0320272512908,382.7913034602976,Bunlabelledtest
44,0.018385142,0.019616121,0.21113001,121.39801869516285,10.287126748889587,134.23295454545453,423.8897100822411,361.973377701486,murmur
45,0.10187418,0.12054484,0.8963516,138.77860814058317,21.6917496599796,162.77066929133858,322.06026597586816,346.3167465930452,normal
46,0.079901025,0.14125602,0.9969191,123.78368263473051,2.842170943040401e-14,123.78368263473054,357.0568579348148,259.5574408724519,Bunlabelledtest
47,0.025290916,0.035242025,0.34342697,127.35864294640454,42.626666511091706,196.875,425.9411826020145,316.5005403493499,normal
48,0.020063959,0.035257656,0.84681183,129.20339800893768,18.022183475231852,166.70866935483872,429.17294006763007,358.3562494610602,normal
